studyName,"Date GMT",Island,Colony,Adults
PAL0001,2001-01-12,HUM,5.0,194
PAL0001,2001-01-18,HUM,2.1,68
PAL0001,2001-01-18,HUM,2.2,45
PAL0001,2001-01-18,HUM,4.0,70
PAL0001,2001-01-18,HUM,5.0,151
PAL0001,2001-01-23,HUM,2.1,25
PAL0001,2001-01-23,HUM,2.2,17
PAL0001,2001-01-23,HUM,4.0,24
PAL0001,2001-01-23,HUM,5.0,47
PAL0001,2001-01-28,HUM,2.1,0
PAL0001,2001-01-28,HUM,2.2,2
PAL0001,2001-01-28,HUM,4.0,7
PAL0001,2001-01-28,HUM,5.0,15
PAL0001,2001-02-02,HUM,2.1,3
PAL0001,2001-02-02,HUM,2.2,1
PAL0001,2001-02-02,HUM,4.0,0
PAL0001,2001-02-02,HUM,5.0,1
PAL0001,2001-02-07,HUM,2.1,0
PAL0001,2001-02-07,HUM,2.2,0
PAL0001,2001-02-07,HUM,4.0,3
PAL0001,2001-02-07,HUM,5.0,3
PAL0001,2001-02-13,HUM,2.1,1
PAL0001,2001-02-13,HUM,2.2,0
PAL0001,2001-02-13,HUM,4.0,2
PAL0001,2001-02-13,HUM,5.0,2
PAL0102,2001-10-21,HUM,2.1,33
PAL0102,2001-10-21,HUM,2.2,18
PAL0102,2001-10-21,HUM,4.0,22
PAL0102,2001-10-21,HUM,5.0,52
PAL0102,2001-10-23,HUM,2.1,44
PAL0102,2001-10-23,HUM,2.2,32
PAL0102,2001-10-23,HUM,4.0,40
PAL0102,2001-10-23,HUM,5.0,85
PAL0102,2001-10-24,HUM,2.1,43
PAL0102,2001-10-24,HUM,2.2,33
PAL0102,2001-10-24,HUM,4.0,42
PAL0102,2001-10-24,HUM,5.0,97
PAL0102,2001-10-25,HUM,2.1,49
PAL0102,2001-10-25,HUM,2.2,35
PAL0102,2001-10-25,HUM,4.0,42
PAL0102,2001-10-25,HUM,5.0,93
PAL0102,2001-10-29,HUM,2.1,68
PAL0102,2001-10-29,HUM,2.2,56
PAL0102,2001-10-29,HUM,4.0,66
PAL0102,2001-10-29,HUM,5.0,158
PAL0102,2001-11-02,HUM,2.1,79
PAL0102,2001-11-02,HUM,2.2,64
PAL0102,2001-11-02,HUM,4.0,78
PAL0102,2001-11-02,HUM,5.0,196
PAL0102,2001-11-03,HUM,2.1,78
PAL0102,2001-11-03,HUM,2.2,68
PAL0102,2001-11-03,HUM,4.0,92
PAL0102,2001-11-03,HUM,5.0,213
PAL0102,2001-11-05,HUM,2.1,96
PAL0102,2001-11-05,HUM,2.2,74
PAL0102,2001-11-05,HUM,4.0,96
PAL0102,2001-11-05,HUM,5.0,235
PAL0102,2001-11-07,HUM,2.1,106
PAL0102,2001-11-07,HUM,2.2,74
PAL0102,2001-11-07,HUM,4.0,96
PAL0102,2001-11-07,HUM,5.0,235
PAL0102,2001-11-09,HUM,2.1,110
PAL0102,2001-11-09,HUM,2.2,74
PAL0102,2001-11-09,HUM,4.0,102
PAL0102,2001-11-09,HUM,5.0,238
PAL0102,2001-11-14,HUM,2.1,110
PAL0102,2001-11-14,HUM,2.2,76
PAL0102,2001-11-14,HUM,4.0,106
PAL0102,2001-11-14,HUM,5.0,242
PAL0102,2001-11-17,HUM,2.1,109
PAL0102,2001-11-17,HUM,2.2,75
PAL0102,2001-11-17,HUM,4.0,105
PAL0102,2001-11-17,HUM,5.0,240
PAL0102,2001-11-19,HUM,2.1,75
PAL0102,2001-11-19,HUM,2.2,64
PAL0102,2001-11-19,HUM,4.0,88
PAL0102,2001-11-19,HUM,5.0,216
PAL0102,2001-11-21,HUM,2.1,69
PAL0102,2001-11-21,HUM,2.2,53
PAL0102,2001-11-21,HUM,4.0,74
PAL0102,2001-11-21,HUM,5.0,196
PAL0102,2001-11-24,HUM,2.1,49
PAL0102,2001-11-24,HUM,2.2,42
PAL0102,2001-11-24,HUM,4.0,51
PAL0102,2001-11-24,HUM,5.0,156
PAL0102,2001-11-28,HUM,2.1,53
PAL0102,2001-11-28,HUM,2.2,41
PAL0102,2001-11-28,HUM,4.0,45
PAL0102,2001-11-28,HUM,5.0,136
PAL0102,2001-12-03,HUM,2.1,44
PAL0102,2001-12-03,HUM,2.2,33
PAL0102,2001-12-03,HUM,4.0,40
PAL0102,2001-12-03,HUM,5.0,106
PAL0102,2001-12-08,HUM,2.1,33
PAL0102,2001-12-08,HUM,2.2,38
PAL0102,2001-12-08,HUM,4.0,34
PAL0102,2001-12-08,HUM,5.0,105
PAL0102,2001-12-12,HUM,2.1,29
PAL0102,2001-12-12,HUM,2.2,30
PAL0102,2001-12-12,HUM,4.0,38
PAL0102,2001-12-12,HUM,5.0,116
PAL0102,2001-12-16,HUM,2.1,30
PAL0102,2001-12-16,HUM,2.2,39
PAL0102,2001-12-16,HUM,4.0,41
PAL0102,2001-12-16,HUM,5.0,127
PAL0102,2001-12-17,HUM,2.1,29
PAL0102,2001-12-17,HUM,2.2,41
PAL0102,2001-12-17,HUM,4.0,31
PAL0102,2001-12-17,HUM,5.0,129
PAL0102,2001-12-20,HUM,2.1,45
PAL0102,2001-12-20,HUM,2.2,52
PAL0102,2001-12-20,HUM,4.0,46
PAL0102,2001-12-20,HUM,5.0,140
PAL0102,2001-12-24,HUM,2.1,59
PAL0102,2001-12-24,HUM,2.2,54
PAL0102,2001-12-24,HUM,4.0,47
PAL0102,2001-12-24,HUM,5.0,144
PAL0102,2001-12-28,HUM,2.1,87
PAL0102,2001-12-28,HUM,2.2,56
PAL0102,2001-12-28,HUM,4.0,55
PAL0102,2001-12-28,HUM,5.0,160
PAL0102,2002-01-01,HUM,2.1,78
PAL0102,2002-01-01,HUM,2.2,52
PAL0102,2002-01-01,HUM,4.0,54
PAL0102,2002-01-01,HUM,5.0,154
PAL0102,2002-01-01,HUM,5.0,154
PAL0102,2002-01-05,HUM,2.1,84
PAL0102,2002-01-05,HUM,2.2,47
PAL0102,2002-01-05,HUM,4.0,53
PAL0102,2002-01-05,HUM,5.0,129
PAL0102,2002-01-05,HUM,5.0,129
PAL0102,2002-01-09,HUM,2.1,69
PAL0102,2002-01-09,HUM,2.2,49
PAL0102,2002-01-09,HUM,4.0,49
PAL0102,2002-01-09,HUM,5.0,155
PAL0102,2002-01-09,HUM,5.0,155
PAL0102,2002-01-15,HUM,2.1,76
PAL0102,2002-01-15,HUM,2.2,44
PAL0102,2002-01-15,HUM,4.0,39
PAL0102,2002-01-15,HUM,5.0,105
PAL0102,2002-01-23,HUM,2.1,32
PAL0102,2002-01-23,HUM,2.2,19
PAL0102,2002-01-23,HUM,4.0,1
PAL0102,2002-01-23,HUM,5.0,45
PAL0102,2002-01-31,HUM,2.1,4
PAL0102,2002-01-31,HUM,2.2,7
PAL0102,2002-01-31,HUM,4.0,4
PAL0102,2002-01-31,HUM,5.0,4
PAL0102,2002-02-06,HUM,2.1,0
PAL0102,2002-02-06,HUM,2.2,0
PAL0102,2002-02-06,HUM,4.0,0
PAL0102,2002-02-06,HUM,5.0,0
PAL0102,2002-02-18,HUM,2.1,0
PAL0102,2002-02-18,HUM,2.2,0
PAL0102,2002-02-18,HUM,4.0,0
PAL0102,2002-02-18,HUM,5.0,0
PAL0203,2002-10-17,HUM,2.1,44
PAL0203,2002-10-17,HUM,2.2,46
PAL0203,2002-10-17,HUM,4.0,50
PAL0203,2002-10-17,HUM,5.0,119
PAL0203,2002-10-19,HUM,2.1,59
PAL0203,2002-10-19,HUM,2.2,64
PAL0203,2002-10-19,HUM,4.0,69
PAL0203,2002-10-19,HUM,5.0,169
PAL0203,2002-10-30,HUM,2.1,82
PAL0203,2002-10-30,HUM,2.2,76
PAL0203,2002-10-30,HUM,4.0,92
PAL0203,2002-10-30,HUM,5.0,224
PAL0203,2002-11-02,HUM,2.1,92
PAL0203,2002-11-02,HUM,2.2,77
PAL0203,2002-11-02,HUM,4.0,92
PAL0203,2002-11-02,HUM,5.0,224
PAL0203,2002-11-04,HUM,2.1,94
PAL0203,2002-11-04,HUM,2.2,78
PAL0203,2002-11-04,HUM,4.0,94
PAL0203,2002-11-04,HUM,5.0,226
PAL0203,2002-11-16,HUM,2.1,75
PAL0203,2002-11-16,HUM,2.2,65
PAL0203,2002-11-16,HUM,4.0,85
PAL0203,2002-11-16,HUM,5.0,211
PAL0203,2002-11-18,HUM,2.1,55
PAL0203,2002-11-18,HUM,2.2,59
PAL0203,2002-11-18,HUM,4.0,77
PAL0203,2002-11-18,HUM,5.0,184
PAL0203,2002-11-23,HUM,2.1,62
PAL0203,2002-11-23,HUM,2.2,46
PAL0203,2002-11-23,HUM,4.0,45
PAL0203,2002-11-23,HUM,5.0,134
PAL0203,2002-11-28,HUM,2.1,50
PAL0203,2002-11-28,HUM,2.2,45
PAL0203,2002-11-28,HUM,4.0,48
PAL0203,2002-11-28,HUM,5.0,142
PAL0203,2002-12-03,HUM,2.1,47
PAL0203,2002-12-03,HUM,2.2,41
PAL0203,2002-12-03,HUM,4.0,48
PAL0203,2002-12-03,HUM,5.0,124
PAL0203,2002-12-08,HUM,2.1,49
PAL0203,2002-12-08,HUM,2.2,45
PAL0203,2002-12-08,HUM,4.0,52
PAL0203,2002-12-08,HUM,5.0,125
PAL0203,2002-12-16,HUM,2.1,49
PAL0203,2002-12-16,HUM,2.2,47
PAL0203,2002-12-16,HUM,4.0,53
PAL0203,2002-12-16,HUM,5.0,130
PAL0203,2002-12-21,HUM,2.1,68
PAL0203,2002-12-21,HUM,2.2,60
PAL0203,2002-12-21,HUM,4.0,55
PAL0203,2002-12-21,HUM,5.0,154
PAL0203,2002-12-26,HUM,2.1,66
PAL0203,2002-12-26,HUM,2.2,49
PAL0203,2002-12-26,HUM,4.0,49
PAL0203,2002-12-26,HUM,5.0,170
PAL0203,2002-12-31,HUM,2.1,64
PAL0203,2002-12-31,HUM,2.2,51
PAL0203,2002-12-31,HUM,4.0,48
PAL0203,2002-12-31,HUM,5.0,158
PAL0203,2003-01-05,HUM,2.1,66
PAL0203,2003-01-05,HUM,2.2,44
PAL0203,2003-01-05,HUM,4.0,43
PAL0203,2003-01-05,HUM,5.0,148
PAL0203,2003-01-10,HUM,2.1,57
PAL0203,2003-01-10,HUM,2.2,45
PAL0203,2003-01-10,HUM,4.0,41
PAL0203,2003-01-10,HUM,5.0,141
PAL0203,2003-01-15,HUM,2.1,57
PAL0203,2003-01-15,HUM,2.2,49
PAL0203,2003-01-15,HUM,4.0,42
PAL0203,2003-01-15,HUM,5.0,144
PAL0203,2003-01-21,HUM,2.1,47
PAL0203,2003-01-21,HUM,2.2,49
PAL0203,2003-01-21,HUM,4.0,45
PAL0203,2003-01-21,HUM,5.0,138
PAL0203,2003-01-31,HUM,2.1,16
PAL0203,2003-01-31,HUM,2.2,16
PAL0203,2003-01-31,HUM,4.0,25
PAL0203,2003-01-31,HUM,5.0,52
PAL0203,2003-02-05,HUM,2.1,10
PAL0203,2003-02-05,HUM,2.2,11
PAL0203,2003-02-05,HUM,4.0,10
PAL0203,2003-02-05,HUM,5.0,22
PAL0203,2003-02-10,HUM,2.1,5
PAL0203,2003-02-10,HUM,2.2,1
PAL0203,2003-02-10,HUM,4.0,1
PAL0203,2003-02-10,HUM,5.0,17
PAL0203,2003-02-17,HUM,2.1,4
PAL0203,2003-02-17,HUM,2.2,0
PAL0203,2003-02-17,HUM,4.0,0
PAL0203,2003-02-17,HUM,5.0,6
PAL0304,2003-10-24,HUM,2.1,82
PAL0304,2003-10-24,HUM,2.2,70
PAL0304,2003-10-24,HUM,4.0,63
PAL0304,2003-10-24,HUM,5.0,185
PAL0304,2003-10-26,HUM,2.1,84
PAL0304,2003-10-26,HUM,2.2,73
PAL0304,2003-10-26,HUM,4.0,64
PAL0304,2003-10-26,HUM,5.0,197
PAL0304,2003-10-29,HUM,2.1,97
PAL0304,2003-10-29,HUM,2.2,73
PAL0304,2003-10-29,HUM,4.0,70
PAL0304,2003-10-29,HUM,5.0,214
PAL0304,2003-11-02,HUM,2.1,96
PAL0304,2003-11-02,HUM,2.2,76
PAL0304,2003-11-02,HUM,4.0,70
PAL0304,2003-11-02,HUM,5.0,217
PAL0304,2003-11-04,HUM,2.1,103
PAL0304,2003-11-04,HUM,2.2,76
PAL0304,2003-11-04,HUM,4.0,76
PAL0304,2003-11-04,HUM,5.0,231
PAL0304,2003-11-06,HUM,2.1,101
PAL0304,2003-11-06,HUM,2.2,76
PAL0304,2003-11-06,HUM,4.0,74
PAL0304,2003-11-06,HUM,5.0,232
PAL0304,2003-11-08,HUM,2.1,104
PAL0304,2003-11-08,HUM,2.2,77
PAL0304,2003-11-08,HUM,4.0,74
PAL0304,2003-11-08,HUM,5.0,228
PAL0304,2003-11-10,HUM,2.1,107
PAL0304,2003-11-10,HUM,2.2,77
PAL0304,2003-11-10,HUM,4.0,75
PAL0304,2003-11-10,HUM,5.0,246
PAL0304,2003-11-16,HUM,2.1,77
PAL0304,2003-11-16,HUM,2.2,70
PAL0304,2003-11-16,HUM,4.0,64
PAL0304,2003-11-16,HUM,5.0,201
PAL0304,2003-11-18,HUM,2.1,66
PAL0304,2003-11-18,HUM,2.2,59
PAL0304,2003-11-18,HUM,4.0,52
PAL0304,2003-11-18,HUM,5.0,175
PAL0304,2003-11-20,HUM,2.1,61
PAL0304,2003-11-20,HUM,2.2,58
PAL0304,2003-11-20,HUM,4.0,48
PAL0304,2003-11-20,HUM,5.0,145
PAL0304,2003-11-22,HUM,2.1,63
PAL0304,2003-11-22,HUM,2.2,55
PAL0304,2003-11-22,HUM,4.0,42
PAL0304,2003-11-22,HUM,5.0,141
PAL0304,2003-11-24,HUM,2.1,66
PAL0304,2003-11-24,HUM,2.2,48
PAL0304,2003-11-24,HUM,4.0,45
PAL0304,2003-11-24,HUM,5.0,127
PAL0304,2003-11-29,HUM,2.1,71
PAL0304,2003-11-29,HUM,2.2,56
PAL0304,2003-11-29,HUM,4.0,51
PAL0304,2003-11-29,HUM,5.0,145
PAL0304,2003-12-04,HUM,2.1,58
PAL0304,2003-12-04,HUM,2.2,51
PAL0304,2003-12-04,HUM,4.0,44
PAL0304,2003-12-04,HUM,5.0,129
PAL0304,2003-12-09,HUM,2.1,56
PAL0304,2003-12-09,HUM,2.2,47
PAL0304,2003-12-09,HUM,4.0,43
PAL0304,2003-12-09,HUM,5.0,118
PAL0304,2003-12-14,HUM,2.1,64
PAL0304,2003-12-14,HUM,2.2,48
PAL0304,2003-12-14,HUM,4.0,38
PAL0304,2003-12-14,HUM,5.0,121
PAL0304,2003-12-19,HUM,2.1,79
PAL0304,2003-12-19,HUM,2.2,59
PAL0304,2003-12-19,HUM,4.0,39
PAL0304,2003-12-19,HUM,5.0,150
PAL0304,2003-12-29,HUM,2.1,73
PAL0304,2003-12-29,HUM,2.2,60
PAL0304,2003-12-29,HUM,4.0,45
PAL0304,2003-12-29,HUM,5.0,141
PAL0304,2004-01-03,HUM,2.1,71
PAL0304,2004-01-03,HUM,2.2,50
PAL0304,2004-01-03,HUM,4.0,45
PAL0304,2004-01-03,HUM,5.0,140
PAL0304,2004-01-08,HUM,2.1,68
PAL0304,2004-01-08,HUM,2.2,57
PAL0304,2004-01-08,HUM,4.0,48
PAL0304,2004-01-08,HUM,5.0,143
PAL0304,2004-01-14,HUM,2.1,68
PAL0304,2004-01-14,HUM,2.2,52
PAL0304,2004-01-14,HUM,4.0,44
PAL0304,2004-01-14,HUM,5.0,135
PAL0304,2004-01-18,HUM,2.1,59
PAL0304,2004-01-18,HUM,2.2,50
PAL0304,2004-01-18,HUM,4.0,36
PAL0304,2004-01-18,HUM,5.0,108
PAL0304,2004-01-27,HUM,2.1,30
PAL0304,2004-01-27,HUM,2.2,28
PAL0304,2004-01-27,HUM,4.0,25
PAL0304,2004-01-27,HUM,5.0,60
PAL0304,2004-02-01,HUM,2.1,27
PAL0304,2004-02-01,HUM,2.2,20
PAL0304,2004-02-01,HUM,4.0,15
PAL0304,2004-02-01,HUM,5.0,57
PAL0304,2004-02-06,HUM,2.1,4
PAL0304,2004-02-06,HUM,2.2,5
PAL0304,2004-02-06,HUM,4.0,0
PAL0304,2004-02-06,HUM,5.0,11
PAL0304,2004-02-11,HUM,2.1,0
PAL0304,2004-02-11,HUM,2.2,0
PAL0304,2004-02-11,HUM,4.0,0
PAL0304,2004-02-11,HUM,5.0,1
PAL0304,2004-02-16,HUM,2.1,0
PAL0304,2004-02-16,HUM,2.2,0
PAL0304,2004-02-16,HUM,4.0,0
PAL0304,2004-02-16,HUM,5.0,0
PAL0405,2004-11-17,HUM,2.1,94
PAL0405,2004-11-17,HUM,2.2,80
PAL0405,2004-11-17,HUM,4.0,63
PAL0405,2004-11-17,HUM,5.0,212
PAL0405,2004-11-18,HUM,2.1,88
PAL0405,2004-11-18,HUM,2.2,74
PAL0405,2004-11-18,HUM,4.0,61
PAL0405,2004-11-18,HUM,5.0,210
PAL0405,2004-11-23,HUM,2.1,56
PAL0405,2004-11-23,HUM,2.2,51
PAL0405,2004-11-23,HUM,4.0,40
PAL0405,2004-11-23,HUM,5.0,140
PAL0405,2004-11-24,HUM,2.1,50
PAL0405,2004-11-24,HUM,2.2,45
PAL0405,2004-11-24,HUM,4.0,35
PAL0405,2004-11-24,HUM,5.0,127
PAL0405,2004-11-30,HUM,2.1,45
PAL0405,2004-11-30,HUM,2.2,42
PAL0405,2004-11-30,HUM,4.0,27
PAL0405,2004-11-30,HUM,5.0,93
PAL0405,2004-12-06,HUM,2.1,41
PAL0405,2004-12-06,HUM,2.2,39
PAL0405,2004-12-06,HUM,4.0,30
PAL0405,2004-12-06,HUM,5.0,76
PAL0405,2004-12-09,HUM,2.1,37
PAL0405,2004-12-09,HUM,2.2,41
PAL0405,2004-12-09,HUM,4.0,24
PAL0405,2004-12-09,HUM,5.0,73
PAL0405,2004-12-22,HUM,2.1,39
PAL0405,2004-12-22,HUM,2.2,44
PAL0405,2004-12-22,HUM,4.0,19
PAL0405,2004-12-22,HUM,5.0,66
PAL0405,2004-12-27,HUM,2.1,38
PAL0405,2004-12-27,HUM,2.2,50
PAL0405,2004-12-27,HUM,4.0,21
PAL0405,2004-12-27,HUM,5.0,65
PAL0405,2005-01-01,HUM,2.1,48
PAL0405,2005-01-01,HUM,2.2,52
PAL0405,2005-01-01,HUM,4.0,23
PAL0405,2005-01-01,HUM,5.0,62
PAL0405,2005-01-06,HUM,2.1,52
PAL0405,2005-01-06,HUM,2.2,45
PAL0405,2005-01-06,HUM,4.0,23
PAL0405,2005-01-06,HUM,5.0,75
PAL0405,2005-01-06,HUM,5.0,75
PAL0405,2005-01-12,HUM,2.1,55
PAL0405,2005-01-12,HUM,2.2,46
PAL0405,2005-01-12,HUM,4.0,23
PAL0405,2005-01-12,HUM,5.0,80
PAL0405,2005-01-16,HUM,2.1,45
PAL0405,2005-01-16,HUM,2.2,46
PAL0405,2005-01-16,HUM,4.0,25
PAL0405,2005-01-16,HUM,5.0,79
PAL0405,2005-01-21,HUM,2.1,51
PAL0405,2005-01-21,HUM,2.2,40
PAL0405,2005-01-21,HUM,4.0,26
PAL0405,2005-01-21,HUM,5.0,81
PAL0405,2005-01-26,HUM,2.1,45
PAL0405,2005-01-26,HUM,2.2,45
PAL0405,2005-01-26,HUM,4.0,20
PAL0405,2005-01-26,HUM,5.0,78
PAL0405,2005-02-01,HUM,2.1,10
PAL0405,2005-02-01,HUM,2.2,18
PAL0405,2005-02-01,HUM,4.0,4
PAL0405,2005-02-01,HUM,5.0,18
PAL0405,2005-02-06,HUM,2.1,16
PAL0405,2005-02-06,HUM,2.2,22
PAL0405,2005-02-06,HUM,4.0,5
PAL0405,2005-02-06,HUM,5.0,33
PAL0405,2005-02-19,HUM,2.1,0
PAL0405,2005-02-19,HUM,2.2,0
PAL0405,2005-02-19,HUM,4.0,0
PAL0405,2005-02-19,HUM,5.0,0
PAL0506,2005-10-31,HUM,1.1,0
PAL0506,2005-10-31,HUM,1.2,0
PAL0506,2005-10-31,HUM,1.3,0
PAL0506,2005-10-31,HUM,2.1,61
PAL0506,2005-10-31,HUM,2.2,73
PAL0506,2005-10-31,HUM,4.0,33
PAL0506,2005-10-31,HUM,5.0,122
PAL0506,2005-11-17,HUM,2.1,63
PAL0506,2005-11-17,HUM,2.2,54
PAL0506,2005-11-17,HUM,4.0,32
PAL0506,2005-11-17,HUM,5.0,106
PAL0506,2005-11-18,HUM,2.1,50
PAL0506,2005-11-18,HUM,2.2,48
PAL0506,2005-11-18,HUM,4.0,29
PAL0506,2005-11-18,HUM,5.0,89
PAL0506,2005-11-20,HUM,2.1,45
PAL0506,2005-11-20,HUM,2.2,45
PAL0506,2005-11-20,HUM,4.0,19
PAL0506,2005-11-20,HUM,5.0,76
PAL0506,2005-11-21,HUM,2.1,42
PAL0506,2005-11-21,HUM,2.2,43
PAL0506,2005-11-21,HUM,4.0,16
PAL0506,2005-11-21,HUM,5.0,70
PAL0506,2005-11-23,HUM,2.1,41
PAL0506,2005-11-23,HUM,2.2,45
PAL0506,2005-11-23,HUM,4.0,17
PAL0506,2005-11-23,HUM,5.0,69
PAL0506,2005-11-25,HUM,2.1,39
PAL0506,2005-11-25,HUM,2.2,45
PAL0506,2005-11-25,HUM,4.0,14
PAL0506,2005-11-25,HUM,5.0,68
PAL0506,2005-11-27,HUM,2.1,37
PAL0506,2005-11-27,HUM,2.2,43
PAL0506,2005-11-27,HUM,4.0,20
PAL0506,2005-11-27,HUM,5.0,76
PAL0506,2005-11-29,HUM,2.1,41
PAL0506,2005-11-29,HUM,2.2,41
PAL0506,2005-11-29,HUM,4.0,19
PAL0506,2005-11-29,HUM,5.0,64
PAL0506,2005-12-03,HUM,2.1,33
PAL0506,2005-12-03,HUM,2.2,41
PAL0506,2005-12-03,HUM,4.0,14
PAL0506,2005-12-03,HUM,5.0,58
PAL0506,2005-12-07,HUM,2.1,34
PAL0506,2005-12-07,HUM,2.2,41
PAL0506,2005-12-07,HUM,4.0,17
PAL0506,2005-12-07,HUM,5.0,55
PAL0506,2005-12-13,HUM,2.1,35
PAL0506,2005-12-13,HUM,2.2,49
PAL0506,2005-12-13,HUM,4.0,19
PAL0506,2005-12-13,HUM,5.0,67
PAL0506,2005-12-22,HUM,2.1,35
PAL0506,2005-12-22,HUM,2.2,49
PAL0506,2005-12-22,HUM,4.0,21
PAL0506,2005-12-22,HUM,5.0,68
PAL0506,2005-12-26,HUM,2.1,39
PAL0506,2005-12-26,HUM,2.2,46
PAL0506,2005-12-26,HUM,4.0,20
PAL0506,2005-12-26,HUM,5.0,73
PAL0506,2005-12-31,HUM,2.1,46
PAL0506,2005-12-31,HUM,2.2,46
PAL0506,2005-12-31,HUM,4.0,23
PAL0506,2005-12-31,HUM,5.0,63
PAL0506,2006-01-05,HUM,2.1,48
PAL0506,2006-01-05,HUM,2.2,43
PAL0506,2006-01-05,HUM,4.0,21
PAL0506,2006-01-05,HUM,5.0,64
PAL0506,2006-01-08,HUM,2.1,45
PAL0506,2006-01-08,HUM,2.2,44
PAL0506,2006-01-08,HUM,4.0,18
PAL0506,2006-01-08,HUM,5.0,62
PAL0506,2006-01-13,HUM,2.1,41
PAL0506,2006-01-13,HUM,2.2,42
PAL0506,2006-01-13,HUM,4.0,17
PAL0506,2006-01-13,HUM,5.0,58
PAL0506,2006-01-18,HUM,2.1,23
PAL0506,2006-01-18,HUM,2.2,22
PAL0506,2006-01-18,HUM,4.0,8
PAL0506,2006-01-18,HUM,5.0,35
PAL0506,2006-01-24,HUM,2.1,12
PAL0506,2006-01-24,HUM,2.2,8
PAL0506,2006-01-24,HUM,4.0,0
PAL0506,2006-01-24,HUM,5.0,19
PAL0506,2006-01-29,HUM,2.1,6
PAL0506,2006-01-29,HUM,2.2,7
PAL0506,2006-01-29,HUM,4.0,0
PAL0506,2006-01-29,HUM,5.0,15
PAL0506,2006-02-03,HUM,2.1,0
PAL0506,2006-02-03,HUM,2.2,0
PAL0506,2006-02-03,HUM,4.0,0
PAL0506,2006-02-03,HUM,5.0,0
PAL0506,2006-02-08,HUM,2.1,0
PAL0506,2006-02-08,HUM,2.2,1
PAL0506,2006-02-08,HUM,4.0,2
PAL0506,2006-02-08,HUM,5.0,0
PAL0506,2006-02-13,HUM,2.1,0
PAL0506,2006-02-13,HUM,2.2,0
PAL0506,2006-02-13,HUM,4.0,0
PAL0506,2006-02-13,HUM,5.0,0
PAL0607,2006-10-14,HUM,2.1,2
PAL0607,2006-10-14,HUM,2.2,8
PAL0607,2006-10-14,HUM,4.0,5
PAL0607,2006-10-14,HUM,5.0,8
PAL0607,2006-10-16,HUM,2.1,1
PAL0607,2006-10-16,HUM,2.2,11
PAL0607,2006-10-16,HUM,4.0,6
PAL0607,2006-10-16,HUM,5.0,12
PAL0607,2006-10-18,HUM,2.1,10
PAL0607,2006-10-18,HUM,2.2,19
PAL0607,2006-10-18,HUM,4.0,7
PAL0607,2006-10-18,HUM,5.0,23
PAL0607,2006-10-20,HUM,2.1,24
PAL0607,2006-10-20,HUM,2.2,35
PAL0607,2006-10-20,HUM,4.0,18
PAL0607,2006-10-20,HUM,5.0,43
PAL0607,2006-10-22,HUM,2.1,31
PAL0607,2006-10-22,HUM,2.2,37
PAL0607,2006-10-22,HUM,4.0,22
PAL0607,2006-10-22,HUM,5.0,52
PAL0607,2006-10-25,HUM,2.1,41
PAL0607,2006-10-25,HUM,2.2,45
PAL0607,2006-10-25,HUM,4.0,22
PAL0607,2006-10-25,HUM,5.0,61
PAL0607,2006-10-27,HUM,2.1,46
PAL0607,2006-10-27,HUM,2.2,48
PAL0607,2006-10-27,HUM,4.0,23
PAL0607,2006-10-27,HUM,5.0,69
PAL0607,2006-10-29,HUM,2.1,51
PAL0607,2006-10-29,HUM,2.2,53
PAL0607,2006-10-29,HUM,4.0,23
PAL0607,2006-10-29,HUM,5.0,81
PAL0607,2006-10-31,HUM,2.1,54
PAL0607,2006-10-31,HUM,2.2,62
PAL0607,2006-10-31,HUM,4.0,27
PAL0607,2006-10-31,HUM,5.0,86
PAL0607,2006-11-02,HUM,2.1,56
PAL0607,2006-11-02,HUM,2.2,59
PAL0607,2006-11-02,HUM,4.0,29
PAL0607,2006-11-02,HUM,5.0,86
PAL0607,2006-11-04,HUM,2.1,56
PAL0607,2006-11-04,HUM,2.2,67
PAL0607,2006-11-04,HUM,4.0,29
PAL0607,2006-11-04,HUM,5.0,89
PAL0607,2006-11-06,HUM,2.1,57
PAL0607,2006-11-06,HUM,2.2,65
PAL0607,2006-11-06,HUM,4.0,30
PAL0607,2006-11-06,HUM,5.0,93
PAL0607,2006-11-08,HUM,2.1,59
PAL0607,2006-11-08,HUM,2.2,68
PAL0607,2006-11-08,HUM,4.0,31
PAL0607,2006-11-08,HUM,5.0,90
PAL0607,2006-11-10,HUM,2.1,56
PAL0607,2006-11-10,HUM,2.2,65
PAL0607,2006-11-10,HUM,4.0,27
PAL0607,2006-11-10,HUM,5.0,87
PAL0607,2006-11-12,HUM,2.1,53
PAL0607,2006-11-12,HUM,2.2,64
PAL0607,2006-11-12,HUM,4.0,26
PAL0607,2006-11-12,HUM,5.0,77
PAL0607,2006-11-14,HUM,2.1,46
PAL0607,2006-11-14,HUM,2.2,57
PAL0607,2006-11-14,HUM,4.0,23
PAL0607,2006-11-14,HUM,5.0,75
PAL0607,2006-11-15,HUM,1.1,0
PAL0607,2006-11-15,HUM,1.2,0
PAL0607,2006-11-15,HUM,1.3,0
PAL0607,2006-11-15,HUM,2.1,40
PAL0607,2006-11-15,HUM,2.2,55
PAL0607,2006-11-15,HUM,4.0,19
PAL0607,2006-11-15,HUM,5.0,67
PAL0607,2006-11-17,HUM,2.1,32
PAL0607,2006-11-17,HUM,2.2,47
PAL0607,2006-11-17,HUM,4.0,17
PAL0607,2006-11-17,HUM,5.0,59
